id,begin_line,end_line,primitive,texture,format,palette,geometry_events,vp_complete
405,18146,18148,6,0x1dda500,0x7750b29,0x1ddfa40,1,True
406,18339,18341,6,0x1dda500,0x7750b29,0x1ddfe80,1,True
407,18594,18596,6,0x1da1480,0x7750b29,0x1da69c0,1,True
408,18845,18849,6,0x1db6180,0x7750b29,0x1dbb6c0,3,True
409,19094,19099,6,0x1dcb180,0x7750b29,0x1dd06c0,4,True
410,19352,19354,6,0x1da1480,0x7750b29,0x1da69c0,1,True
411,19603,19607,6,0x1db6180,0x7750b29,0x1dbb6c0,3,True
412,19852,19857,6,0x1dcb180,0x7750b29,0x1dd06c0,4,True
413,19916,19918,6,0x1c8e280,0x7750b29,0x1c937c0,1,True
414,19933,19936,6,0x1c8d680,0x5610b29,0x1c8de80,2,True
415,20314,20316,6,0x27cfd80,0x6740b29,0x27d2800,1,True
416,20410,20412,6,0x27cfd80,0x6740b29,0x27d2800,1,True
417,20520,20521,6,0x16dde00,0x6640b29,0x16df340,0,True
418,20678,20682,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
419,21078,21083,6,0x248e580,0x8960b29,0x24b9000,4,True
420,21319,21322,6,0x24b9980,0x8960b29,0x24e4400,2,True
421,21460,21463,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
422,21544,21547,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
423,21699,21701,6,0x16d5300,0x6740b29,0x16d7d80,1,True
424,21870,21873,6,0x16ce280,0x7750b29,0x16d37c0,2,True
425,21962,21965,6,0x2538b80,0x8860b29,0x254e0c0,2,True
426,22166,22170,6,0x2538b80,0x8860b29,0x254e0c0,3,True
427,22238,22239,6,0x2538b80,0x8860b29,0x254e0c0,0,True
428,22256,22258,6,0x1700c00,0x6610b29,0x1701c00,1,True
429,22349,22350,6,0x2565b00,0x6640b29,0x2567040,0,True
430,22373,22375,6,0x2565b00,0x6640b29,0x2567040,1,True
431,22385,22387,6,0x257cd00,0x6640b29,0x257e240,1,True
432,22397,22399,6,0x257cd00,0x6640b29,0x257e240,1,True
433,22439,22440,6,0x171d100,0x5830b29,0x171fb00,0,True
434,22591,22593,6,0x16e0c80,0x6740b29,0x16e3700,1,True
435,22664,22666,6,0x16e0c80,0x6740b29,0x16e3700,1,True
436,22774,22775,6,0x16dde00,0x6640b29,0x16e0780,0,True
437,22932,22936,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
438,23332,23337,6,0x248e580,0x8960b29,0x24b9000,4,True
439,23573,23576,6,0x24b9980,0x8960b29,0x24e4400,2,True
440,23714,23717,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
441,23798,23801,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
442,23953,23955,6,0x24f3600,0x7850b29,0x24ffc80,1,True
443,24124,24127,6,0x16ce280,0x7750b29,0x16d4c00,2,True
444,24216,24219,6,0x2538b80,0x8860b29,0x254e0c0,2,True
445,24291,24295,6,0x2538b80,0x8860b29,0x254e0c0,3,True
446,24363,24364,6,0x2538b80,0x8860b29,0x254e0c0,0,True
447,24381,24383,6,0x1702100,0x6610b29,0x1703100,1,True
448,24474,24475,6,0x256fa00,0x6640b29,0x2570f40,0,True
449,24498,24500,6,0x256c500,0x6640b29,0x256da40,1,True
450,24510,24512,6,0x2586c00,0x6640b29,0x2588140,1,True
451,24522,24524,6,0x2583700,0x6640b29,0x2584c40,1,True
452,24564,24565,6,0x1720000,0x5830b29,0x1722a00,0,True
453,24724,24726,6,0x16e0c80,0x6740b29,0x16e3700,1,True
454,24820,24822,6,0x16e0c80,0x6740b29,0x16e3700,1,True
455,24930,24931,6,0x16dde00,0x6640b29,0x16e0380,0,True
456,25332,25337,6,0x248e580,0x8960b29,0x24b9000,4,True
457,25494,25501,6,0x16f0980,0x7750b29,0x16f5ec0,6,True
458,25644,25647,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
459,25883,25886,6,0x24b9980,0x8960b29,0x24e4400,2,True
460,25967,25970,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
461,26122,26124,6,0x278df80,0x7850b29,0x2798a00,1,True
462,26293,26296,6,0x16ce280,0x7750b29,0x16d4800,2,True
463,26385,26388,6,0x2538b80,0x8860b29,0x254e0c0,2,True
464,26460,26464,6,0x2538b80,0x8860b29,0x254e0c0,3,True
465,26532,26533,6,0x2538b80,0x8860b29,0x254e0c0,0,True
466,26550,26552,6,0x1702100,0x6610b29,0x1703100,1,True
467,26643,26644,6,0x256df80,0x6640b29,0x256f4c0,0,True
468,26667,26669,6,0x2571480,0x6640b29,0x25729c0,1,True
469,26709,26710,6,0x1722f00,0x5830b29,0x1725900,0,True
470,26725,26727,6,0x2585180,0x6640b29,0x25866c0,1,True
471,26737,26739,6,0x2588680,0x6640b29,0x2589bc0,1,True
472,26893,26895,6,0x16e0c80,0x6740b29,0x16e3700,1,True
473,26966,26968,6,0x16e0c80,0x6740b29,0x16e3700,1,True
474,27076,27077,6,0x16dde00,0x6640b29,0x16df340,0,True
475,27234,27238,6,0x251e480,0x8860b29,0x2534a00,3,True
476,27634,27639,6,0x248e580,0x8960b29,0x24b9000,4,True
477,27875,27878,6,0x24b9980,0x8960b29,0x24e4400,2,True
478,28016,28019,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
479,28100,28103,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
480,28255,28257,6,0x16d9880,0x6740b29,0x16dc300,1,True
481,28426,28429,6,0x16ce280,0x7750b29,0x16d37c0,2,True
482,28518,28521,6,0x2538b80,0x8860b29,0x254e0c0,2,True
483,28593,28597,6,0x2538b80,0x8860b29,0x254e0c0,3,True
484,28665,28666,6,0x2538b80,0x8860b29,0x254e0c0,0,True
485,28683,28685,6,0x16fcd00,0x6610b29,0x16fdd00,1,True
486,28776,28777,6,0x256fa00,0x6640b29,0x2570f40,0,True
487,28800,28802,6,0x2564080,0x6640b29,0x25655c0,1,True
488,28812,28814,6,0x2586c00,0x6640b29,0x2588140,1,True
489,28824,28826,6,0x257b280,0x6640b29,0x257c7c0,1,True
490,28866,28867,6,0x1725e00,0x5830b29,0x1728800,0,True
491,29028,29030,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
492,29124,29126,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
493,29221,29223,6,0x2787980,0x6740b29,0x278a400,1,True
494,29318,29320,6,0x2787980,0x6740b29,0x278a400,1,True
495,29428,29429,6,0x16dde00,0x6640b29,0x16dff80,0,True
496,29586,29590,6,0x2507400,0x8860b29,0x251d980,3,True
497,29960,29965,6,0x248e580,0x8960b29,0x24b9000,4,True
498,30201,30204,6,0x24b9980,0x8960b29,0x24e4400,2,True
499,30342,30345,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
500,30426,30429,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
501,30581,30583,6,0x24f3600,0x7850b29,0x24ff880,1,True
502,30752,30755,6,0x16c7200,0x7750b29,0x16cd380,2,True
503,30844,30847,6,0x2538b80,0x8860b29,0x254e0c0,2,True
504,30919,30923,6,0x2538b80,0x8860b29,0x254e0c0,3,True
505,30991,30992,6,0x2538b80,0x8860b29,0x254e0c0,0,True
506,31009,31011,6,0x16ff700,0x6610b29,0x1700700,1,True
507,31102,31103,6,0x256fa00,0x6640b29,0x2570f40,0,True
508,31126,31128,6,0x256aa80,0x6640b29,0x256bfc0,1,True
509,31138,31140,6,0x2586c00,0x6640b29,0x2588140,1,True
510,31150,31152,6,0x2581c80,0x6640b29,0x25831c0,1,True
511,31192,31193,6,0x1728d00,0x5830b29,0x172b700,0,True
512,31316,31318,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
513,31376,31377,6,0x27cfd80,0x6740b29,0x27d2c00,0,True
514,31472,31474,6,0x2787980,0x6740b29,0x278a400,1,True
515,31582,31583,6,0x16dde00,0x6640b29,0x16df340,0,True
516,31623,31625,6,0x16e9b00,0x6610b29,0x16eab00,1,True
517,31984,31988,6,0x248e580,0x8960b29,0x24b9000,3,True
518,32145,32152,6,0x16f0980,0x7750b29,0x16f5ec0,6,True
519,32295,32298,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
520,32534,32537,6,0x24b9980,0x8960b29,0x24e4400,2,True
521,32618,32621,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
522,32773,32775,6,0x24f3600,0x7850b29,0x24ffc80,1,True
523,32944,32947,6,0x16c7200,0x7750b29,0x16cc740,2,True
524,33036,33039,6,0x2538b80,0x8860b29,0x254e0c0,2,True
525,33111,33115,6,0x2538b80,0x8860b29,0x254e0c0,3,True
526,33183,33184,6,0x2538b80,0x8860b29,0x254e0c0,0,True
527,33201,33203,6,0x16ff700,0x6610b29,0x1700700,1,True
528,33287,33288,6,0x172bc00,0x5830b29,0x172e600,0,True
529,33342,33343,6,0x256c500,0x6640b29,0x256da40,0,True
530,33353,33355,6,0x2571480,0x6640b29,0x25729c0,1,True
531,33365,33367,6,0x2583700,0x6640b29,0x2584c40,1,True
532,33377,33379,6,0x2588680,0x6640b29,0x2589bc0,1,True
533,33543,33545,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
534,33639,33641,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
535,33736,33738,6,0x24ed000,0x6740b29,0x24f2a80,1,True
536,33833,33835,6,0x24ed000,0x6740b29,0x24f2a80,1,True
537,33943,33944,6,0x16dde00,0x6640b29,0x16df340,0,True
538,34101,34105,6,0x2507400,0x8860b29,0x251d980,3,True
539,34475,34480,6,0x248e580,0x8960b29,0x24b9000,4,True
540,34716,34719,6,0x24b9980,0x8960b29,0x24e4400,2,True
541,34857,34860,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
542,34941,34944,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
543,35096,35098,6,0x24f3600,0x7850b29,0x24ffc80,1,True
544,35267,35270,6,0x16ce280,0x7750b29,0x16d37c0,2,True
545,35359,35362,6,0x2538b80,0x8860b29,0x254e0c0,2,True
546,35434,35438,6,0x2538b80,0x8860b29,0x254e0c0,3,True
547,35506,35507,6,0x2538b80,0x8860b29,0x254e0c0,0,True
548,35524,35526,6,0x1700c00,0x6610b29,0x1701c00,1,True
549,35617,35618,6,0x2571480,0x6640b29,0x25729c0,0,True
550,35641,35643,6,0x2569000,0x6640b29,0x256a540,1,True
551,35653,35655,6,0x2588680,0x6640b29,0x2589bc0,1,True
552,35665,35667,6,0x2580200,0x6640b29,0x2581740,1,True
553,35707,35708,6,0x172eb00,0x5830b29,0x1731500,0,True
554,35769,35770,6,0x16dde00,0x6640b29,0x16dff80,0,True
555,35927,35931,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
556,36327,36332,6,0x248e580,0x8960b29,0x24b9000,4,True
557,36568,36571,6,0x24b9980,0x8960b29,0x24e4400,2,True
558,36709,36712,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
559,36793,36796,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
560,36948,36950,6,0x24f3600,0x7850b29,0x24ffc80,1,True
561,37119,37122,6,0x16c0180,0x7750b29,0x16c6300,2,True
562,37211,37214,6,0x2538b80,0x8860b29,0x254e0c0,2,True
563,37286,37290,6,0x2538b80,0x8860b29,0x254e0c0,3,True
564,37358,37359,6,0x2538b80,0x8860b29,0x254e0c0,0,True
565,37376,37378,6,0x16f7900,0x6610b29,0x16f8900,1,True
566,37469,37470,6,0x2571480,0x6640b29,0x25729c0,0,True
567,37493,37495,6,0x2567580,0x6640b29,0x2568ac0,1,True
568,37505,37507,6,0x2588680,0x6640b29,0x2589bc0,1,True
569,37517,37519,6,0x257e780,0x6640b29,0x257fcc0,1,True
570,37559,37560,6,0x1737800,0x5830b29,0x173a200,0,True
571,37719,37721,6,0x27cfd80,0x6740b29,0x27d2800,1,True
572,37815,37817,6,0x27cfd80,0x6740b29,0x27d2800,1,True
573,37925,37926,6,0x16dde00,0x6640b29,0x16e0380,0,True
574,38083,38087,6,0x2507400,0x8860b29,0x251d980,3,True
575,38483,38488,6,0x248e580,0x8960b29,0x24b9000,4,True
576,38724,38727,6,0x24b9980,0x8960b29,0x24e4400,2,True
577,38865,38868,6,0x24e4d80,0x7750b29,0x24ea2c0,2,True
578,38949,38952,6,0x24eac80,0x6640b29,0x24ec1c0,2,True
579,39104,39106,6,0x278df80,0x7850b29,0x2799200,1,True
580,39275,39278,6,0x16c7200,0x7750b29,0x16cd780,2,True
581,39367,39370,6,0x254e600,0x8860b29,0x2563b40,2,True
582,39442,39446,6,0x254e600,0x8860b29,0x2563b40,3,True
583,39517,39519,6,0x170de00,0x6610b29,0x170ee00,1,True
584,39610,39611,6,0x2567580,0x6640b29,0x2568ac0,0,True
585,39634,39636,6,0x2565b00,0x6640b29,0x2567040,1,True
586,39646,39648,6,0x257e780,0x6640b29,0x257fcc0,1,True
587,39658,39660,6,0x257cd00,0x6640b29,0x257e240,1,True
588,39700,39701,6,0x173a700,0x5830b29,0x173d100,0,True
589,39800,39802,6,0x27cfd80,0x6740b29,0x27d2800,1,True
590,39836,39838,6,0x27cfd80,0x6740b29,0x27d2800,1,True
591,39932,39934,6,0x16e0c80,0x6740b29,0x16e3700,1,True
592,40028,40030,6,0x16e0c80,0x6740b29,0x16e3700,1,True
593,40137,40139,6,0x1312300,0x8860c29,0x16e3700,1,True
594,40149,40150,6,0x16dde00,0x6640b29,0x16dff80,0,True
595,40307,40311,6,0x27a1d80,0x8860b29,0x27b8300,3,True
596,40707,40712,6,0x2728f00,0x8960b29,0x2753980,4,True
597,40948,40951,6,0x2754300,0x8960b29,0x277ed80,2,True
598,41089,41092,6,0x277f700,0x7750b29,0x2784c40,2,True
599,41173,41176,6,0x2785600,0x6640b29,0x2786b40,2,True
600,41328,41330,6,0x16d9880,0x6740b29,0x16dcf00,1,True
601,41499,41502,6,0x16c0180,0x7750b29,0x16c6300,2,True
602,41591,41594,6,0x27d3500,0x8860b29,0x27e8a40,2,True
603,41666,41670,6,0x27d3500,0x8860b29,0x27e8a40,3,True
604,41738,41739,6,0x27d3500,0x8860b29,0x27e8a40,0,True
605,41756,41758,6,0x16fcd00,0x6610b29,0x16fdd00,1,True
606,41849,41850,6,0x280d880,0x6640b29,0x280edc0,0,True
607,41873,41875,6,0x2808900,0x6640b29,0x2809e40,1,True
608,41910,41911,6,0x2824a80,0x6640b29,0x2825fc0,0,True
609,41921,41922,6,0x281fb00,0x6640b29,0x2821040,0,True
610,41937,41938,6,0x173d600,0x5830b29,0x1740000,0,True
611,41998,42000,6,0x12e7100,0x8860c29,0x1740000,1,True
612,42010,42011,6,0x16dde00,0x6640b29,0x16df340,0,True
613,42168,42172,6,0x27a1d80,0x8860b29,0x27b8300,3,True
614,42568,42573,6,0x2728f00,0x8960b29,0x2753980,4,True
615,42809,42812,6,0x2754300,0x8960b29,0x277ed80,2,True
616,42950,42953,6,0x277f700,0x7750b29,0x2784c40,2,True
617,43034,43037,6,0x2785600,0x6640b29,0x2786b40,2,True
618,43189,43191,6,0x278df80,0x7850b29,0x2798e00,1,True
619,43360,43363,6,0x16ce280,0x7750b29,0x16d37c0,2,True
620,43452,43455,6,0x27d3500,0x8860b29,0x27e8a40,2,True
621,43527,43531,6,0x27d3500,0x8860b29,0x27e8a40,3,True
622,43599,43600,6,0x27d3500,0x8860b29,0x27e8a40,0,True
623,43617,43619,6,0x16fcd00,0x6610b29,0x16fdd00,1,True
624,43710,43711,6,0x280d880,0x6640b29,0x280edc0,0,True
625,43734,43736,6,0x2806e80,0x6640b29,0x28083c0,1,True
626,43771,43772,6,0x2824a80,0x6640b29,0x2825fc0,0,True
627,43782,43783,6,0x281e080,0x6640b29,0x281f5c0,0,True
628,43798,43799,6,0x1740500,0x5830b29,0x1742f00,0,True
629,43958,43960,6,0x27cfd80,0x6740b29,0x27d2800,1,True
630,44054,44056,6,0x27cfd80,0x6740b29,0x27d2800,1,True
631,44151,44152,6,0x16e3c00,0x6740b29,0x16e6680,0,True
632,44247,44249,6,0x16e3c00,0x6740b29,0x16e6680,1,True
633,44356,44358,6,0x131cf80,0x8860c29,0x16e6680,1,True
634,44368,44369,6,0x16dde00,0x6640b29,0x16e0380,0,True
635,44526,44533,6,0x16f0980,0x7750b29,0x16f5ec0,6,True
636,44903,44908,6,0x2728f00,0x8960b29,0x2753980,4,True
637,45144,45147,6,0x2754300,0x8960b29,0x277ed80,2,True
638,45285,45288,6,0x277f700,0x7750b29,0x2784c40,2,True
639,45369,45372,6,0x2785600,0x6640b29,0x2786b40,2,True
640,45524,45526,6,0x278df80,0x7850b29,0x2799200,1,True
641,45695,45698,6,0x16ce280,0x7750b29,0x16d4800,2,True
642,45787,45790,6,0x27d3500,0x8860b29,0x27e8a40,2,True
643,45862,45866,6,0x27d3500,0x8860b29,0x27e8a40,3,True
644,45934,45935,6,0x27d3500,0x8860b29,0x27e8a40,0,True
645,45952,45954,6,0x16fa300,0x6610b29,0x16fb300,1,True
646,46045,46046,6,0x280d880,0x6640b29,0x280edc0,0,True
647,46069,46071,6,0x280a380,0x6640b29,0x280b8c0,1,True
648,46106,46107,6,0x2824a80,0x6640b29,0x2825fc0,0,True
649,46117,46118,6,0x2821580,0x6640b29,0x2822ac0,0,True
650,46133,46134,6,0x1743400,0x5830b29,0x1745e00,0,True
651,46295,46297,6,0x27cfd80,0x6740b29,0x27d2800,1,True
652,46391,46393,6,0x27cfd80,0x6740b29,0x27d2800,1,True
653,46500,46502,6,0x12bbf00,0x8860c29,0x27d2800,1,True
654,46512,46513,6,0x16dde00,0x6640b29,0x16e0380,0,True
655,46914,46919,6,0x2728f00,0x8960b29,0x2753980,4,True
656,47001,47004,6,0x277f700,0x7750b29,0x2784c40,2,True
657,47161,47165,6,0x27a1d80,0x8860b29,0x27b72c0,3,True
658,47406,47409,6,0x2754300,0x8960b29,0x277ed80,2,True
659,47490,47493,6,0x2785600,0x6640b29,0x2786b40,2,True
660,47645,47647,6,0x16d9880,0x6740b29,0x16dd300,1,True
661,47816,47819,6,0x16c7200,0x7750b29,0x16cd780,2,True
662,47908,47911,6,0x27d3500,0x8860b29,0x27e8a40,2,True
663,47983,47987,6,0x27d3500,0x8860b29,0x27e8a40,3,True
664,48055,48056,6,0x27d3500,0x8860b29,0x27e8a40,0,True
665,48073,48075,6,0x16fcd00,0x6610b29,0x16fdd00,1,True
666,48166,48167,6,0x280d880,0x6640b29,0x280edc0,0,True
667,48190,48192,6,0x2800480,0x6640b29,0x28019c0,1,True
668,48227,48228,6,0x2824a80,0x6640b29,0x2825fc0,0,True
669,48238,48239,6,0x2817680,0x6640b29,0x2818bc0,0,True
670,48254,48255,6,0x1746300,0x5830b29,0x1748d00,0,True
671,48406,48408,6,0x16e3c00,0x6740b29,0x16e6680,1,True
672,48479,48481,6,0x16e3c00,0x6740b29,0x16e6680,1,True
673,48588,48590,6,0x1327c00,0x8860c29,0x16e6680,1,True
674,48600,48601,6,0x16dde00,0x6640b29,0x16dfb80,0,True
675,48758,48762,6,0x27a1d80,0x8860b29,0x27b8300,3,True
676,49158,49163,6,0x2728f00,0x8960b29,0x2753980,4,True
677,49399,49402,6,0x2754300,0x8960b29,0x277ed80,2,True
678,49540,49543,6,0x277f700,0x7750b29,0x2784c40,2,True
679,49624,49627,6,0x2785600,0x6640b29,0x2786b40,2,True
680,49779,49781,6,0x278df80,0x7850b29,0x2799200,1,True
681,49950,49953,6,0x16c0180,0x7750b29,0x16c5f00,2,True
682,50042,50045,6,0x27d3500,0x8860b29,0x27e8a40,2,True
683,50117,50121,6,0x27d3500,0x8860b29,0x27e8a40,3,True
684,50189,50190,6,0x27d3500,0x8860b29,0x27e8a40,0,True
685,50207,50209,6,0x1702100,0x6610b29,0x1703100,1,True
686,50300,50301,6,0x280d880,0x6640b29,0x280edc0,0,True
687,50324,50326,6,0x280be00,0x6640b29,0x280d340,1,True
688,50361,50362,6,0x2824a80,0x6640b29,0x2825fc0,0,True
689,50372,50373,6,0x2823000,0x6640b29,0x2824540,0,True
690,50388,50389,6,0x1749200,0x5830b29,0x174bc00,0,True
691,50512,50514,6,0x16eda00,0x6740b29,0x16f0480,1,True
692,50608,50610,6,0x16e0c80,0x6740b29,0x16e3700,1,True
693,50717,50719,6,0x1332880,0x8860c29,0x16e3700,1,True
694,50729,50730,6,0x16dde00,0x6640b29,0x16df340,0,True
695,50887,50891,6,0x27a1d80,0x8860b29,0x27b8300,3,True
696,51287,51292,6,0x2728f00,0x8960b29,0x2753980,4,True
697,51528,51531,6,0x2754300,0x8960b29,0x277ed80,2,True
698,51669,51672,6,0x277f700,0x7750b29,0x2784c40,2,True
699,51753,51756,6,0x2785600,0x6640b29,0x2786b40,2,True
700,51908,51910,6,0x278df80,0x7850b29,0x279a200,1,True
701,52079,52082,6,0x16c0180,0x7750b29,0x16c56c0,2,True
702,52171,52174,6,0x27d3500,0x8860b29,0x27e8a40,2,True
703,52246,52250,6,0x27d3500,0x8860b29,0x27e8a40,3,True
704,52318,52319,6,0x27d3500,0x8860b29,0x27e8a40,0,True
705,52336,52338,6,0x16fcd00,0x6610b29,0x16fdd00,1,True
706,52429,52430,6,0x2806e80,0x6640b29,0x28083c0,0,True
707,52453,52455,6,0x27fea00,0x6640b29,0x27fff40,1,True
708,52490,52491,6,0x281e080,0x6640b29,0x281f5c0,0,True
709,52501,52502,6,0x2815c00,0x6640b29,0x2817140,0,True
710,52517,52518,6,0x174c100,0x5830b29,0x174eb00,0,True
711,52641,52643,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
712,52701,52702,6,0x27cfd80,0x6740b29,0x27d2c00,0,True
713,52809,52811,6,0x12f1d80,0x8860c29,0x27d2c00,1,True
714,52821,52822,6,0x16dde00,0x6640b29,0x16e0380,0,True
715,52979,52983,6,0x27a1d80,0x8860b29,0x27b8300,3,True
716,53379,53384,6,0x2728f00,0x8960b29,0x2753980,4,True
717,53620,53623,6,0x2754300,0x8960b29,0x277ed80,2,True
718,53761,53764,6,0x277f700,0x7750b29,0x2784c40,2,True
719,53845,53848,6,0x2785600,0x6640b29,0x2786b40,2,True
720,54000,54002,6,0x278df80,0x7850b29,0x279a200,1,True
721,54171,54174,6,0x16c0180,0x7750b29,0x16c6700,2,True
722,54263,54266,6,0x27d3500,0x8860b29,0x27e8a40,2,True
723,54338,54342,6,0x27d3500,0x8860b29,0x27e8a40,3,True
724,54410,54411,6,0x27d3500,0x8860b29,0x27e8a40,0,True
725,54428,54430,6,0x16f7900,0x6610b29,0x16f8900,1,True
726,54521,54522,6,0x2801f00,0x6640b29,0x2803440,0,True
727,54545,54547,6,0x2803980,0x6640b29,0x2804ec0,1,True
728,54582,54583,6,0x2819100,0x6640b29,0x281a640,0,True
729,54593,54594,6,0x281ab80,0x6640b29,0x281c0c0,0,True
730,54609,54610,6,0x174f000,0x5830b29,0x1751a00,0,True
731,54733,54735,6,0x27cfd80,0x6740b29,0x27d2c00,1,True
732,54793,54794,6,0x27cfd80,0x6740b29,0x27d2c00,0,True
733,54901,54903,6,0x1348180,0x8860c29,0x27d2c00,1,True
734,54913,54914,6,0x16dde00,0x6640b29,0x16e0380,0,True
735,55071,55075,6,0x27a1d80,0x8860b29,0x27b8300,3,True
736,55471,55476,6,0x2728f00,0x8960b29,0x2753980,4,True
737,55712,55715,6,0x2754300,0x8960b29,0x277ed80,2,True
738,55853,55856,6,0x277f700,0x7750b29,0x2784c40,2,True
739,55937,55940,6,0x2785600,0x6640b29,0x2786b40,2,True
740,56092,56094,6,0x278df80,0x7850b29,0x279a200,1,True
741,56263,56266,6,0x16c0180,0x7750b29,0x16c6700,2,True
742,56355,56358,6,0x27d3500,0x8860b29,0x27e8a40,2,True
743,56430,56434,6,0x27d3500,0x8860b29,0x27e8a40,3,True
744,56502,56503,6,0x27d3500,0x8860b29,0x27e8a40,0,True
745,56520,56522,6,0x16f7900,0x6610b29,0x16f8900,1,True
746,56613,56614,6,0x2803980,0x6640b29,0x2804ec0,0,True
747,56637,56639,6,0x280be00,0x6640b29,0x280d340,1,True
748,56674,56675,6,0x281ab80,0x6640b29,0x281c0c0,0,True
749,56685,56686,6,0x2823000,0x6640b29,0x2824540,0,True
750,56701,56702,6,0x1751f00,0x5830b29,0x1754900,0,True
751,56862,56864,6,0x2787980,0x6740b29,0x278a400,1,True
752,56959,56961,6,0x2787980,0x6740b29,0x278a400,1,True
753,57068,57070,6,0x1352e00,0x8860c29,0x278a400,1,True
754,57080,57081,6,0x16dde00,0x6640b29,0x16dfb80,0,True
755,57238,57242,6,0x27a1d80,0x8860b29,0x27b8300,3,True
756,57612,57617,6,0x2728f00,0x8960b29,0x2753980,4,True
757,57853,57856,6,0x2754300,0x8960b29,0x277ed80,2,True
758,57994,57997,6,0x277f700,0x7750b29,0x2784c40,2,True
759,58078,58081,6,0x2785600,0x6640b29,0x2786b40,2,True
760,58233,58235,6,0x278df80,0x7850b29,0x279a200,1,True
761,58404,58407,6,0x16c7200,0x7750b29,0x16ccf80,2,True
762,58496,58499,6,0x27d3500,0x8860b29,0x27e8a40,2,True
763,58571,58575,6,0x27d3500,0x8860b29,0x27e8a40,3,True
764,58643,58644,6,0x27d3500,0x8860b29,0x27e8a40,0,True
765,58661,58663,6,0x16fe200,0x6610b29,0x16ff200,1,True
766,58754,58755,6,0x2803980,0x6640b29,0x2804ec0,0,True
767,58778,58780,6,0x2803980,0x6640b29,0x2804ec0,1,True
768,58815,58816,6,0x281ab80,0x6640b29,0x281c0c0,0,True
769,58826,58827,6,0x281ab80,0x6640b29,0x281c0c0,0,True
770,58842,58843,6,0x1754e00,0x5830b29,0x1757800,0,True
771,58942,58944,6,0x27cfd80,0x6740b29,0x27d2800,1,True
772,58978,58980,6,0x27cfd80,0x6740b29,0x27d2800,1,True
773,59074,59076,6,0x27cfd80,0x6740b29,0x27d2800,1,True
774,59170,59172,6,0x27cfd80,0x6740b29,0x27d2800,1,True
775,59279,59281,6,0x135da80,0x8860c29,0x27d2800,1,True
776,59291,59292,6,0x16dde00,0x6640b29,0x16dff80,0,True
777,59449,59453,6,0x27a1d80,0x8860b29,0x27b8300,3,True
778,59849,59854,6,0x2728f00,0x8960b29,0x2753980,4,True
779,60090,60093,6,0x2754300,0x8960b29,0x277ed80,2,True
780,60231,60234,6,0x277f700,0x7750b29,0x2784c40,2,True
781,60315,60318,6,0x2785600,0x6640b29,0x2786b40,2,True
782,60470,60472,6,0x278df80,0x7850b29,0x279a200,1,True
783,60641,60644,6,0x16c0180,0x7750b29,0x16c6300,2,True
784,60733,60736,6,0x27d3500,0x8860b29,0x27e8a40,2,True
785,60808,60812,6,0x27d3500,0x8860b29,0x27e8a40,3,True
786,60880,60881,6,0x27d3500,0x8860b29,0x27e8a40,0,True
787,60898,60900,6,0x16fb800,0x6610b29,0x16fc800,1,True
