filename,outer,team,file_year,used_by_moments,slot,first,last,position,jersey,classification,speed,agility,pass_arm_strength,stamina,kick_power,durability,strength,jumping,coverage,run_route,tackle,break_tackle,pass_accuracy,pass_read_coverage,catch,run_blocking,pass_blocking,hold_onto_ball,pass_rush,run_coverage,kick_accuracy,kicking_style,leadership,power_run_style,composure,scramble,consistency,aggressiveness
h-10-1966-packers-3.iff,133,packers,1966,1,20,Packers,Safety,FS,34,placeholder,91,84,11,94,24,74,63,82,64,7,44,5,11,11,27,44,42,33,36,43,26,49,58,1,42,5,43,24
h-10-1966-packers-3.iff,133,packers,1966,1,21,Packers,Guard,G,66,placeholder,38,57,12,86,23,99,69,45,13,30,27,16,10,10,23,98,90,7,27,28,21,49,83,99,73,5,88,24
h-10-1966-packers-3.iff,133,packers,1966,1,22,Packers,Guard,G,65,placeholder,50,51,12,71,19,94,63,48,6,24,22,9,10,10,10,76,87,8,16,27,15,49,69,99,56,5,49,42
h-10-1966-packers-3.iff,133,packers,1966,1,23,Packers,Guard,G,61,placeholder,54,65,12,69,10,83,73,64,18,33,33,42,11,11,34,45,46,17,26,31,14,49,43,99,20,5,35,87
h-10-1966-packers-3.iff,133,packers,1966,1,24,Packers,Half Back,HB,22,placeholder,85,79,17,95,16,87,67,68,13,51,6,80,15,16,50,38,41,97,11,13,18,49,83,99,53,5,40,81
h-10-1966-packers-3.iff,133,packers,1966,1,25,Packers,Half Back,HB,5,placeholder,76,75,28,89,14,75,57,59,6,40,6,88,26,26,48,36,30,94,15,6,16,49,81,99,61,5,64,70
h-10-1966-packers-3.iff,133,packers,1966,1,26,Packers,Half Back,HB,36,placeholder,67,79,15,43,16,71,65,67,39,31,28,83,14,14,62,37,29,96,32,36,17,49,50,99,40,5,54,74
h-10-1966-packers-3.iff,133,packers,1966,1,27,Packers,Half Back,HB,45,placeholder,88,79,17,65,16,72,47,76,13,48,8,75,14,14,49,49,35,90,6,13,19,49,38,99,40,24,41,41
h-10-1966-packers-3.iff,133,packers,1966,1,28,Packers,Linebacker,ILB,63,placeholder,74,86,10,98,11,34,69,68,85,19,99,29,11,10,27,27,22,26,91,99,11,49,92,99,66,5,90,90
h-10-1966-packers-3.iff,133,packers,1966,1,29,Packers,Linebacker,ILB,53,placeholder,78,69,10,78,4,64,69,84,74,15,90,34,11,11,16,23,20,24,83,89,4,49,79,99,52,5,74,63
h-10-1966-packers-3.iff,133,packers,1966,1,30,Packers,Kicker,K,2,placeholder,39,45,10,30,73,54,30,36,13,18,17,13,11,12,6,5,1,29,7,9,56,99,11,50,34,5,74,37
h-10-1966-packers-3.iff,133,packers,1966,1,31,Packers,Linebacker,OLB,60,placeholder,77,71,10,92,13,84,73,85,70,28,89,47,11,11,21,31,29,39,87,89,13,49,75,99,59,5,75,80
h-10-1966-packers-3.iff,133,packers,1966,1,32,Packers,Linebacker,OLB,89,placeholder,69,80,10,97,15,88,55,76,77,19,91,32,11,10,30,31,25,32,88,93,14,49,86,99,71,5,93,70
h-10-1966-packers-3.iff,133,packers,1966,1,33,Packers,Linebacker,OLB,32,placeholder,61,86,10,78,4,84,63,62,56,15,60,34,11,11,16,23,20,24,59,69,4,49,32,99,33,5,28,24
h-10-1966-packers-3.iff,133,packers,1966,1,34,Packers,Punter,P,35,placeholder,85,46,20,60,91,98,32,49,19,22,31,16,26,20,15,13,12,24,16,12,87,1,8,50,70,5,88,24
h-10-1966-packers-3.iff,133,packers,1966,1,35,Packers,Quarterback,QB,14,placeholder,67,72,96,50,11,74,45,64,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,93,73
h-10-1966-packers-3.iff,133,packers,1966,1,36,Packers,Quarterback,QB,12,placeholder,62,86,73,40,9,65,26,68,29,20,29,29,56,69,9,22,21,29,16,20,12,49,64,50,68,44,68,24
h-10-1966-packers-3.iff,133,packers,1966,1,37,Packers,Safety,SS,25,placeholder,83,85,9,60,12,80,39,67,80,25,83,8,11,11,19,19,17,46,40,88,16,49,71,1,67,5,91,46
h-10-1966-packers-3.iff,133,packers,1966,1,38,Packers,Safety,SS,27,placeholder,85,74,12,66,17,60,75,74,60,8,40,6,13,11,28,30,29,34,48,37,16,49,31,1,24,5,13,41
h-10-1966-packers-3.iff,133,packers,1966,1,39,Packers,Tackle,T,75,placeholder,50,60,12,94,19,94,71,58,14,27,30,20,10,10,23,86,94,13,27,30,16,49,90,99,74,5,71,38
h-10-1966-packers-3.iff,133,packers,1966,1,40,Packers,Tackle,T,73,placeholder,53,66,11,87,18,95,65,55,15,33,30,16,10,10,23,89,85,9,30,27,17,49,77,99,74,5,95,41
h-10-1966-packers-3.iff,133,packers,1966,1,41,Packers,Tackle,T,52,placeholder,48,62,11,50,18,96,67,47,9,23,32,8,10,10,11,66,59,4,28,45,15,49,22,99,40,5,74,47
h-10-1966-packers-3.iff,133,packers,1966,1,42,Packers,Tackle,T,77,placeholder,60,82,11,80,11,81,77,75,28,34,36,39,11,16,45,63,53,21,24,23,15,49,55,99,36,5,21,24
h-10-1966-packers-3.iff,133,packers,1966,1,43,Packers,Tight End,TE,81,placeholder,72,77,11,70,16,81,55,73,6,76,15,63,11,11,80,73,75,74,8,6,17,49,39,99,64,5,34,24
h-10-1966-packers-3.iff,133,packers,1966,1,44,Packers,Tight End,TE,41,placeholder,75,71,10,46,8,88,63,70,9,75,12,61,11,12,81,69,71,65,14,14,11,49,41,99,45,5,72,40
h-10-1966-packers-3.iff,133,packers,1966,1,45,Packers,Tight End,TE,88,placeholder,57,73,10,25,13,89,33,59,10,73,13,46,11,10,69,84,80,69,10,8,15,49,30,99,53,5,74,57
h-10-1966-packers-3.iff,133,packers,1966,1,46,Packers,Tight End,TE,47,placeholder,76,78,10,30,4,81,67,67,14,36,13,31,11,11,27,64,67,58,11,24,7,49,23,99,24,5,24,23
h-10-1966-packers-3.iff,133,packers,1966,1,47,Packers,Receiver,WR,85,placeholder,82,86,24,46,9,80,42,59,11,90,14,76,25,25,90,64,61,85,7,13,14,49,70,50,73,5,99,24
h-10-1966-packers-3.iff,133,packers,1966,1,48,Packers,Receiver,WR,84,placeholder,86,81,15,60,11,77,37,85,8,83,15,57,16,16,87,40,40,60,12,12,15,49,73,50,70,5,98,47
h-10-1966-packers-3.iff,133,packers,1966,1,49,Packers,Receiver,WR,80,placeholder,83,86,15,44,9,81,37,68,6,77,14,45,16,16,75,19,28,74,11,14,13,49,49,50,70,5,96,45
h-10-1966-packers-3.iff,133,packers,1966,1,50,Packers,Receiver,WR,86,placeholder,86,80,47,39,11,69,10,74,39,79,48,58,41,39,79,31,34,60,24,19,16,49,37,1,22,68,81,79
h-10-1966-packers-3.iff,133,packers,1966,1,51,Packers,Receiver,WR,83,placeholder,91,85,17,51,11,81,11,78,15,72,14,41,15,16,72,32,28,58,6,9,12,49,60,50,32,5,78,52
h-10-1966-packers-3.iff,133,packers,1966,1,52,Packers,Receiver,WR,6,placeholder,83,91,12,28,8,74,46,73,35,63,23,19,14,14,65,25,29,64,14,18,13,49,25,50,20,5,72,57
h-10-1996-packers-2.iff,134,packers,1996,1,0,Packers,Center,C,57,placeholder,44,59,11,67,25,87,59,41,34,18,28,22,10,11,23,84,88,12,37,37,23,49,86,99,99,5,95,24
h-10-1996-packers-2.iff,134,packers,1996,1,1,Packers,Center,C,62,placeholder,45,67,11,89,21,99,67,61,18,13,23,11,10,10,20,77,81,8,24,33,17,49,35,99,64,5,73,39
h-10-1996-packers-2.iff,134,packers,1996,1,2,Doug,Evans,CB,33,real_name_in_supplied_data,81,86,9,96,18,85,47,72,89,11,80,8,12,10,40,14,20,37,59,72,21,49,76,1,54,5,90,80
h-10-1996-packers-2.iff,134,packers,1996,1,3,Packers,Cornerback,CB,21,placeholder,75,83,9,55,16,73,39,68,89,12,79,8,11,10,47,23,25,39,40,70,19,49,64,1,54,5,90,77
h-10-1996-packers-2.iff,134,packers,1996,1,4,Packers,Cornerback,CB,38,placeholder,83,81,12,55,16,97,49,92,77,6,60,4,13,11,41,18,20,30,40,51,19,49,28,1,44,5,55,43
h-10-1996-packers-2.iff,134,packers,1996,1,5,Packers,Cornerback,CB,34,placeholder,83,81,9,66,17,87,53,58,74,14,73,10,11,11,26,19,23,43,30,58,20,49,49,1,58,5,64,52
h-10-1996-packers-2.iff,134,packers,1996,1,6,Tyrone,Williams,CB,37,real_name_in_supplied_data,89,81,9,83,16,76,35,72,76,12,75,8,11,10,24,16,21,39,30,75,19,49,57,1,58,5,72,24
h-10-1996-packers-2.iff,134,packers,1996,1,7,Packers,Def End,DE,97,placeholder,75,82,10,75,19,86,89,79,46,14,88,28,11,10,22,18,23,26,96,78,19,49,59,99,66,5,88,80
h-10-1996-packers-2.iff,134,packers,1996,1,8,Packers,Def End,DE,96,placeholder,87,64,11,49,16,85,73,65,44,22,80,31,13,11,14,23,25,22,92,72,15,49,28,99,65,5,76,74
h-10-1996-packers-2.iff,134,packers,1996,1,9,Packers,Def End,DE,98,placeholder,52,66,11,63,20,39,79,67,42,15,75,28,11,10,23,33,24,24,84,70,20,49,59,99,46,5,61,70
h-10-1996-packers-2.iff,134,packers,1996,1,10,Keith,Mckenzie,DE,95,real_name_in_supplied_data,72,76,10,57,19,54,61,62,59,18,66,27,11,10,23,22,23,36,73,72,20,49,23,99,40,5,55,74
h-10-1996-packers-2.iff,134,packers,1996,1,11,Packers,Def End,DE,91,placeholder,72,60,11,55,12,87,57,60,47,25,67,32,13,11,19,22,25,22,74,58,13,49,29,99,36,5,83,73
h-10-1996-packers-2.iff,134,packers,1996,1,12,Gilbert,Brown,DT,93,real_name_in_supplied_data,57,63,11,65,24,72,51,56,28,21,90,31,11,10,28,35,27,12,72,99,23,49,41,99,62,5,98,74
h-10-1996-packers-2.iff,134,packers,1996,1,13,Packers,Def Tackle,DT,78,placeholder,50,63,11,57,22,85,77,64,18,14,77,31,11,11,24,29,26,22,78,78,20,49,62,99,63,5,72,74
h-10-1996-packers-2.iff,134,packers,1996,1,14,Packers,Def Tackle,DT,94,placeholder,43,56,11,49,21,67,67,39,11,15,75,27,10,11,15,25,21,10,46,85,17,49,40,99,54,5,20,50
h-10-1996-packers-2.iff,134,packers,1996,1,15,Darius,Holland,DT,90,real_name_in_supplied_data,56,64,11,60,26,85,77,59,28,27,71,31,10,10,36,37,35,2,61,69,26,49,59,99,34,5,27,48
h-10-1996-packers-2.iff,134,packers,1996,1,16,William,Henderson,FB,30,real_name_in_supplied_data,71,64,18,98,23,92,59,65,10,62,7,44,14,15,70,84,82,87,8,13,24,49,55,99,69,5,56,39
h-10-1996-packers-2.iff,134,packers,1996,1,17,Packers,Full Back,FB,22,placeholder,76,78,18,72,7,64,69,70,8,29,13,52,14,14,31,79,80,69,8,10,11,49,37,99,46,5,24,14
h-10-1996-packers-2.iff,134,packers,1996,1,18,Packers,Safety,FS,36,placeholder,82,72,9,92,19,76,57,73,90,12,97,8,11,10,7,22,22,39,59,97,22,49,79,1,74,5,96,57
h-10-1996-packers-2.iff,134,packers,1996,1,19,Packers,Safety,FS,44,placeholder,82,86,9,90,23,87,41,64,77,11,82,8,11,10,26,35,30,37,36,74,24,49,45,1,55,5,88,67
h-10-1996-packers-2.iff,134,packers,1996,1,20,Packers,Guard,G,76,placeholder,52,67,14,93,27,95,69,55,17,34,29,26,11,10,23,93,81,8,31,30,25,49,45,99,66,5,74,45
h-10-1996-packers-2.iff,134,packers,1996,1,21,Adam,Timmerman,G,63,real_name_in_supplied_data,42,60,12,87,25,96,73,48,16,31,33,22,10,10,24,86,84,9,30,28,23,49,80,99,81,5,84,24
h-10-1996-packers-2.iff,134,packers,1996,1,22,Packers,Guard,G,64,placeholder,65,73,11,87,16,78,65,76,13,28,24,16,10,11,21,74,73,11,26,27,15,49,50,99,49,5,55,20
h-10-1996-packers-2.iff,134,packers,1996,1,23,Packers,Half Back,HB,35,placeholder,85,79,17,95,16,87,67,68,13,51,6,80,15,16,50,38,41,97,11,13,18,49,83,99,53,5,40,81
h-10-1996-packers-2.iff,134,packers,1996,1,24,Packers,Half Back,HB,24,placeholder,82,63,15,69,10,82,55,81,8,47,11,73,15,15,55,28,27,84,8,15,13,49,57,99,49,5,65,70
h-10-1996-packers-2.iff,134,packers,1996,1,25,Packers,Half Back,HB,32,placeholder,92,70,15,50,12,67,57,69,31,14,29,47,14,14,43,29,28,67,19,20,14,49,36,50,24,5,34,51
h-10-1996-packers-2.iff,134,packers,1996,1,26,Packers,Linebacker,ILB,56,placeholder,65,86,10,77,7,65,61,58,70,15,81,25,11,11,24,21,17,38,69,82,8,49,83,99,83,5,95,77
h-10-1996-packers-2.iff,134,packers,1996,1,27,Packers,Linebacker,ILB,55,placeholder,72,69,10,94,14,89,55,65,76,22,83,30,11,10,26,34,27,30,73,77,14,49,69,99,54,5,72,63
h-10-1996-packers-2.iff,134,packers,1996,1,28,Packers,Kicker,K,16,placeholder,38,47,11,46,90,96,33,42,23,26,40,19,11,12,30,34,29,34,24,14,90,99,32,50,87,5,75,20
h-10-1996-packers-2.iff,134,packers,1996,1,29,Packers,Linebacker,OLB,50,placeholder,82,80,10,87,13,84,59,73,73,23,76,35,11,11,20,23,21,12,76,75,11,49,42,99,52,5,72,46
h-10-1996-packers-2.iff,134,packers,1996,1,30,Packers,Linebacker,OLB,58,placeholder,59,68,10,93,13,69,77,72,76,18,80,30,11,10,30,33,27,36,74,80,14,49,39,99,54,5,51,54
h-10-1996-packers-2.iff,134,packers,1996,1,31,Packers,Linebacker,OLB,53,placeholder,82,82,10,80,8,77,63,76,59,20,75,34,11,11,13,22,16,12,60,73,10,49,34,99,35,5,43,62
h-10-1996-packers-2.iff,134,packers,1996,1,32,Craig,Hentrich,P,17,real_name_in_supplied_data,45,40,25,37,75,96,31,35,11,13,20,13,22,25,1,8,5,30,5,11,89,1,1,50,68,5,88,24
h-10-1996-packers-2.iff,134,packers,1996,1,33,Brett,Favre,QB,4,real_name_in_supplied_data,67,72,96,50,11,74,45,64,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,93,73
h-10-1996-packers-2.iff,134,packers,1996,1,34,Ty,Detmer,QB,2,real_name_in_supplied_data,59,59,64,32,7,77,13,62,29,23,26,8,61,60,11,16,22,26,15,19,11,49,65,50,63,35,79,20
h-10-1996-packers-2.iff,134,packers,1996,1,35,Packers,Quarterback,QB,1,placeholder,81,91,92,28,23,45,18,73,14,29,29,51,65,60,28,13,10,28,11,5,21,49,75,50,55,67,33,24
h-10-1996-packers-2.iff,134,packers,1996,1,36,Packers,Quarterback,QB,11,placeholder,53,65,59,46,11,83,13,41,33,28,33,14,46,60,23,21,25,28,26,18,15,49,48,50,60,26,58,24
h-10-1996-packers-2.iff,134,packers,1996,1,37,Packers,Safety,SS,48,placeholder,88,77,10,72,14,39,59,70,85,40,80,10,11,11,17,26,20,49,55,76,17,49,75,1,69,5,92,80
h-10-1996-packers-2.iff,134,packers,1996,1,38,Packers,Safety,SS,49,placeholder,84,86,8,99,28,75,51,85,64,20,76,7,10,10,50,38,43,44,61,69,29,49,50,1,34,5,58,58
h-10-1996-packers-2.iff,134,packers,1996,1,39,Packers,Tackle,T,77,placeholder,56,56,11,70,14,98,69,59,8,28,21,15,10,10,2,78,80,1,20,27,14,49,35,99,55,5,70,41
h-10-1996-packers-2.iff,134,packers,1996,1,40,Packers,Tackle,T,72,placeholder,44,67,12,75,14,97,71,55,24,41,30,43,11,11,38,74,82,14,27,26,16,49,51,99,52,5,71,41
h-10-1996-packers-2.iff,134,packers,1996,1,41,Packers,Tackle,T,75,placeholder,34,53,11,86,20,96,61,45,16,33,36,23,10,11,23,70,85,10,31,28,19,49,70,99,66,5,83,37
h-10-1996-packers-2.iff,134,packers,1996,1,42,Packers,Tackle,T,65,placeholder,56,47,11,82,16,97,55,47,24,32,32,47,11,17,43,73,66,19,23,23,16,49,55,99,40,5,85,60
h-10-1996-packers-2.iff,134,packers,1996,1,43,Packers,Tight End,TE,81,placeholder,77,88,24,79,14,86,45,68,10,96,14,90,26,24,92,82,83,78,15,8,18,49,81,99,66,5,77,76
h-10-1996-packers-2.iff,134,packers,1996,1,44,Packers,Tight End,TE,89,placeholder,79,79,10,46,8,74,75,67,9,64,12,40,11,12,66,46,43,65,14,14,11,49,31,99,39,5,59,24
h-10-1996-packers-2.iff,134,packers,1996,1,45,Packers,Tight End,TE,83,placeholder,85,77,12,49,13,75,45,82,29,75,31,47,14,13,72,62,60,57,28,26,13,49,35,99,34,5,36,24
h-10-1996-packers-2.iff,134,packers,1996,1,46,Antonio,Freeman,WR,86,real_name_in_supplied_data,81,78,15,77,14,68,68,67,6,96,15,91,16,16,89,53,53,90,11,5,18,49,44,99,35,5,73,99
h-10-1996-packers-2.iff,134,packers,1996,1,47,Packers,Receiver,WR,85,placeholder,89,81,13,51,14,81,34,98,33,88,28,71,13,11,86,34,25,61,19,16,13,49,33,50,59,5,92,46
h-10-1996-packers-2.iff,134,packers,1996,1,48,Packers,Receiver,WR,87,placeholder,85,79,15,72,12,88,37,73,11,72,7,61,16,16,76,33,39,75,6,10,16,49,58,50,47,5,98,79
h-10-1996-packers-2.iff,134,packers,1996,1,49,Packers,Receiver,WR,82,placeholder,87,74,15,55,5,63,33,79,12,74,15,47,14,14,84,46,41,68,6,12,11,49,58,50,53,5,73,24
h-10-1996-packers-2.iff,134,packers,1996,1,50,Packers,Receiver,WR,84,placeholder,89,92,15,69,14,73,33,79,11,79,9,36,16,16,79,41,41,76,8,9,19,49,46,50,41,5,74,24
h-10-1996-packers-2.iff,134,packers,1996,1,51,Packers,Receiver,WR,80,placeholder,92,88,15,50,5,84,56,85,5,79,13,40,14,14,72,36,33,59,10,8,11,49,54,50,30,5,75,59
h-10-1996-packers-2.iff,134,packers,1996,1,52,Packers,Receiver,WR,88,placeholder,91,89,15,73,17,89,33,84,6,94,12,78,16,17,90,46,43,85,8,7,16,49,79,50,54,5,99,89
h-10-2004-packers-0.iff,135,packers,2004,1,0,Mike,Flanagan,C,58,real_name_in_supplied_data,45,67,11,89,21,99,67,61,18,13,23,11,10,10,20,77,81,8,24,33,17,49,35,99,64,5,81,39
h-10-2004-packers-0.iff,135,packers,2004,1,1,Grey,Ruegamer,C,67,real_name_in_supplied_data,44,53,12,66,14,80,69,47,15,18,22,27,14,11,24,68,66,10,20,23,9,49,34,99,31,5,47,46
h-10-2004-packers-0.iff,135,packers,2004,1,2,Rob,Davis,C,60,real_name_in_supplied_data,60,67,10,40,23,85,73,65,24,23,28,28,10,10,30,44,48,4,30,46,24,49,30,99,28,5,43,56
h-10-2004-packers-0.iff,135,packers,2004,1,3,Al,Harris,CB,31,real_name_in_supplied_data,81,77,9,60,19,95,53,64,68,11,71,8,11,10,26,22,27,37,32,55,19,49,24,1,47,5,94,45
h-10-2004-packers-0.iff,135,packers,2004,1,4,Mike,McKenzie,CB,34,real_name_in_supplied_data,86,82,12,68,17,68,45,82,93,6,77,4,13,11,32,21,24,30,55,76,20,49,31,1,63,5,70,43
h-10-2004-packers-0.iff,135,packers,2004,1,5,Michael,Hawthorne,CB,27,real_name_in_supplied_data,87,84,11,70,21,53,41,79,65,8,72,6,11,11,33,45,41,34,41,60,22,49,34,1,34,5,22,49
h-10-2004-packers-0.iff,135,packers,2004,1,6,Bhawoh,Jue,CB,21,real_name_in_supplied_data,85,81,11,70,17,28,33,72,69,7,52,5,11,11,30,30,25,32,49,42,16,49,31,1,25,5,41,48
h-10-2004-packers-0.iff,135,packers,2004,1,7,Bryant,Westbrook,CB,32,real_name_in_supplied_data,88,86,9,83,18,71,55,78,76,13,68,9,11,10,21,24,29,41,37,58,21,49,44,1,53,5,48,50
h-10-2004-packers-0.iff,135,packers,2004,1,8,Kabeer,Gbaja-Biamila,DE,94,real_name_in_supplied_data,87,64,11,49,16,85,73,65,44,22,80,31,13,11,14,23,25,22,92,72,15,49,28,99,65,5,71,74
h-10-2004-packers-0.iff,135,packers,2004,1,9,Aaron,Kampman,DE,74,real_name_in_supplied_data,69,78,10,38,18,87,67,68,39,16,73,23,10,10,19,24,20,36,65,55,16,49,19,99,30,5,35,39
h-10-2004-packers-0.iff,135,packers,2004,1,10,Chukie,Nwokorie,DE,90,real_name_in_supplied_data,67,76,11,44,15,85,55,73,31,22,70,27,12,11,16,16,19,18,76,65,11,49,21,99,35,5,75,76
h-10-2004-packers-0.iff,135,packers,2004,1,11,Jamal,Reynolds,DE,99,real_name_in_supplied_data,80,77,11,75,18,82,73,70,67,30,68,35,13,11,26,33,34,22,71,72,16,49,39,99,31,5,32,73
h-10-2004-packers-0.iff,135,packers,2004,1,12,Joe,Johnson,DE,91,real_name_in_supplied_data,54,65,11,73,19,32,69,65,46,15,89,28,11,10,20,22,22,24,84,72,19,49,49,99,54,5,54,86
h-10-2004-packers-0.iff,135,packers,2004,1,13,Gilbert,Brown,DT,93,real_name_in_supplied_data,41,54,11,49,21,67,65,37,11,15,75,27,10,11,15,25,21,10,46,85,17,49,40,99,54,5,35,50
h-10-2004-packers-0.iff,135,packers,2004,1,14,Cletidus,Hunt,DT,97,real_name_in_supplied_data,63,63,11,60,26,83,79,59,28,27,76,31,10,10,36,37,35,2,72,78,26,49,59,99,52,5,61,45
h-10-2004-packers-0.iff,135,packers,2004,1,15,Grady,Jackson,DT,75,real_name_in_supplied_data,61,73,10,44,14,80,75,70,13,18,75,29,11,11,19,15,23,14,79,71,13,49,28,99,47,5,51,86
h-10-2004-packers-0.iff,135,packers,2004,1,16,Kenny,Peterson,DT,98,real_name_in_supplied_data,66,52,10,53,27,68,73,58,33,27,68,36,11,10,34,34,34,1,61,65,29,49,31,99,30,5,51,43
h-10-2004-packers-0.iff,135,packers,2004,1,17,Rod,Walker,DT,95,real_name_in_supplied_data,63,55,10,41,25,74,67,71,21,24,73,28,10,10,27,39,33,27,48,69,24,49,28,99,20,5,73,58
h-10-2004-packers-0.iff,135,packers,2004,1,18,William,Henderson,FB,33,real_name_in_supplied_data,71,64,18,98,23,92,59,65,10,62,7,44,14,15,70,84,82,87,8,13,24,49,55,99,69,5,61,39
h-10-2004-packers-0.iff,135,packers,2004,1,19,Nicolas,Luchey,FB,22,real_name_in_supplied_data,84,81,17,60,7,98,85,35,8,54,13,49,14,14,42,75,63,79,8,10,11,49,37,99,36,5,11,80
h-10-2004-packers-0.iff,135,packers,2004,1,20,Darren,Sharper,FS,42,real_name_in_supplied_data,80,79,9,99,25,71,51,85,88,14,85,10,11,10,35,36,36,41,40,75,26,49,74,1,60,5,99,88
h-10-2004-packers-0.iff,135,packers,2004,1,21,Curtis,Fuller,FS,29,real_name_in_supplied_data,91,81,9,85,23,84,55,76,65,12,60,8,10,10,13,41,39,39,40,48,24,49,54,1,25,5,37,76
h-10-2004-packers-0.iff,135,packers,2004,1,22,Mike,Wahle,G,68,real_name_in_supplied_data,44,70,12,83,25,98,60,48,19,33,32,20,10,10,34,84,87,6,32,27,24,49,47,99,57,5,82,39
h-10-2004-packers-0.iff,135,packers,2004,1,23,Marco,Rivera,G,62,real_name_in_supplied_data,42,52,14,92,26,98,59,48,17,32,32,24,11,10,26,93,95,9,31,30,23,49,70,99,73,5,83,24
h-10-2004-packers-0.iff,135,packers,2004,1,24,Packers,Guard,G,79,placeholder,36,40,12,79,19,81,77,45,10,27,27,20,10,10,23,70,71,11,27,30,17,49,46,99,63,5,85,11
h-10-2004-packers-0.iff,135,packers,2004,1,25,Ahman,Green,HB,30,real_name_in_supplied_data,89,75,15,80,18,90,45,84,11,65,13,84,16,14,72,25,29,88,8,14,21,49,41,50,71,5,86,20
h-10-2004-packers-0.iff,135,packers,2004,1,26,Tony,Fisher,HB,40,real_name_in_supplied_data,80,80,16,72,16,91,61,92,10,59,14,70,13,13,53,40,40,88,6,12,14,49,34,50,35,5,30,9
h-10-2004-packers-0.iff,135,packers,2004,1,27,Najeh,Davenport,HB,44,real_name_in_supplied_data,83,75,16,72,16,71,49,61,10,59,14,70,13,13,60,46,46,70,6,12,14,49,34,99,29,5,50,79
h-10-2004-packers-0.iff,135,packers,2004,1,28,Nick,Barnett,ILB,56,real_name_in_supplied_data,75,87,13,67,17,77,83,70,60,22,71,30,11,11,24,23,26,10,58,65,15,49,31,99,45,5,90,24
h-10-2004-packers-0.iff,135,packers,2004,1,29,Torrance,Marshall,ILB,51,real_name_in_supplied_data,87,86,10,79,6,89,57,84,63,21,66,34,11,11,16,26,18,26,47,66,8,49,39,99,35,5,51,51
h-10-2004-packers-0.iff,135,packers,2004,1,30,Ryan,Longwell,K,8,real_name_in_supplied_data,38,47,11,46,89,96,33,42,23,26,40,19,11,12,30,34,29,34,24,14,89,99,32,50,87,5,69,20
h-10-2004-packers-0.iff,135,packers,2004,1,31,Na'il,Diggs,OLB,59,real_name_in_supplied_data,82,80,10,87,13,84,59,73,73,23,76,35,11,11,20,23,21,12,76,75,11,49,42,99,52,5,74,46
h-10-2004-packers-0.iff,135,packers,2004,1,32,Hannibal,Navies,OLB,50,real_name_in_supplied_data,84,81,10,81,12,56,67,84,64,26,76,38,11,11,13,28,22,22,59,59,13,49,51,99,30,5,69,58
h-10-2004-packers-0.iff,135,packers,2004,1,33,Paris,Lenon,OLB,53,real_name_in_supplied_data,70,72,10,62,9,73,57,53,69,19,69,24,10,11,9,27,23,24,47,68,9,49,50,99,20,5,68,43
h-10-2004-packers-0.iff,135,packers,2004,1,34,Josh,Bidwell,P,9,real_name_in_supplied_data,48,58,21,60,75,98,39,47,34,37,53,33,23,27,48,30,24,4,43,36,78,1,31,50,53,5,81,42
h-10-2004-packers-0.iff,135,packers,2004,1,35,Brett,Favre,QB,4,real_name_in_supplied_data,63,68,96,50,11,74,41,60,31,24,29,22,86,86,18,32,26,14,22,22,14,49,99,50,96,56,96,73
h-10-2004-packers-0.iff,135,packers,2004,1,36,Doug,Pederson,QB,18,real_name_in_supplied_data,51,63,59,46,11,83,11,39,33,28,33,14,46,60,23,21,25,28,26,18,15,49,48,50,60,26,60,24
h-10-2004-packers-0.iff,135,packers,2004,1,37,Craig,Nall,QB,16,real_name_in_supplied_data,72,57,58,25,13,74,38,60,37,29,37,17,60,51,30,38,33,28,28,20,17,49,48,50,58,34,50,24
h-10-2004-packers-0.iff,135,packers,2004,1,38,Marques,Anderson,SS,20,real_name_in_supplied_data,85,81,13,86,16,83,51,85,77,10,66,6,13,11,38,27,28,41,52,64,19,49,42,1,31,5,64,43
h-10-2004-packers-0.iff,135,packers,2004,1,39,James,Whitley,SS,25,real_name_in_supplied_data,76,72,8,99,29,75,37,85,54,20,56,7,10,10,50,38,43,46,68,45,29,49,50,1,20,5,67,58
h-10-2004-packers-0.iff,135,packers,2004,1,40,Antuan,Edwards,SS,24,real_name_in_supplied_data,91,85,13,66,16,53,43,73,69,8,69,6,13,11,27,28,30,34,43,68,17,49,48,1,43,5,56,56
h-10-2004-packers-0.iff,135,packers,2004,1,41,Chad,Clifton,T,76,real_name_in_supplied_data,56,56,11,70,14,98,69,59,8,28,21,15,10,10,2,78,80,1,20,27,14,49,35,99,55,5,72,41
h-10-2004-packers-0.iff,135,packers,2004,1,42,Mark,Tauscher,T,65,real_name_in_supplied_data,38,50,11,71,19,96,65,48,13,34,30,16,10,10,21,80,82,2,30,27,18,49,34,99,52,5,77,46
h-10-2004-packers-0.iff,135,packers,2004,1,43,Brennan,Curtin,T,69,real_name_in_supplied_data,46,50,11,76,17,78,63,64,6,8,16,7,10,10,9,50,51,8,11,33,13,49,27,99,26,5,24,14
h-10-2004-packers-0.iff,135,packers,2004,1,44,Packers,Tackle,T,71,placeholder,41,56,11,61,7,62,67,52,14,26,28,32,11,15,30,40,40,19,15,22,9,49,42,99,28,5,1,6
