# NFL 2K5 retail roster team history: the real club of every past season the retail roster carries stats for.
# Source: nflverse-data (https://github.com/nflverse/nflverse-data), CC-BY-4.0 - rosters 1982-2003, weekly rosters 2002-2003, player stats 1999-2003, players.
# Generated 2026-09-03 by tools/nfl2k5_team_history_from_nflverse.py; matched 1148 of 1325 retail players, 5068 of 5867 season rows.
# Team codes are the 2004 roster abbreviations (relocated franchises resolved by season: Oilers -> TEN, LA Raiders -> OAK, ...).
# Columns: last_name, first_name, birth_date (YYYY-MM-DD), season, team, position, roster_index (only where two retail records share the identity), source.
# Lines starting with # are comments.
last_name,first_name,birth_date,season,team,position,roster_index,source
Dilfer,Trent,1972-03-13,1999,TB,QB,,nflverse TB
Dilfer,Trent,1972-03-13,2000,BAL,QB,,nflverse BAL
Dilfer,Trent,1972-03-13,2001,SEA,QB,,nflverse SEA
Dilfer,Trent,1972-03-13,2002,SEA,QB,,nflverse SEA
Dilfer,Trent,1972-03-13,2003,SEA,QB,,nflverse SEA
Dilger,Ken,1971-02-02,1995,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,1996,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,1997,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,1998,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,1999,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,2000,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,2001,IND,TE,,nflverse IND
Dilger,Ken,1971-02-02,2002,TB,TE,,nflverse TB
Dilger,Ken,1971-02-02,2003,TB,TE,,nflverse TB
Dillon,Corey,1974-10-24,1997,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,1998,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,1999,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,2000,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,2001,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,2002,CIN,RB,,nflverse CIN
Dillon,Corey,1974-10-24,2003,CIN,RB,,nflverse CIN
Dingle,Adrian,1977-06-25,2000,SD,DE,,nflverse SD
Dingle,Adrian,1977-06-25,2001,SD,DE,,nflverse SD
Dingle,Adrian,1977-06-25,2002,SD,DE,,nflverse SD
Dingle,Adrian,1977-06-25,2003,SD,DE,,nflverse SD
Dixon,Tony,1979-06-18,2001,DAL,SS,,nflverse DAL
Dixon,Tony,1979-06-18,2002,DAL,SS,,nflverse DAL
Dixon,Tony,1979-06-18,2003,DAL,SS,,nflverse DAL
Doering,Chris,1973-05-19,1996,IND,WR,,nflverse IND
Doering,Chris,1973-05-19,1997,IND,WR,,nflverse IND
Doering,Chris,1973-05-19,1999,DEN,WR,,nflverse DEN
Doering,Chris,1973-05-19,2002,WAS,WR,,nflverse WAS
Doering,Chris,1973-05-19,2003,PIT,WR,,nflverse PIT
Doering,Jason,1978-04-22,2001,IND,SS,,nflverse IND
Doering,Jason,1978-04-22,2002,IND,SS,,nflverse IND
Doering,Jason,1978-04-22,2003,IND,SS,,nflverse IND
Dorsch,Travis,1979-09-04,2003,GB,P,,nflverse GB
Doss,Mike,1981-03-24,2003,IND,SS,,nflverse IND
Douglas,Hugh,1971-08-23,1995,NYJ,DE,,nflverse NYJ
Douglas,Hugh,1971-08-23,1996,NYJ,DE,,nflverse NYJ
Douglas,Hugh,1971-08-23,1997,NYJ,DE,,nflverse NYJ
Douglas,Hugh,1971-08-23,1998,PHI,DE,,nflverse PHI
Douglas,Hugh,1971-08-23,1999,PHI,DE,,nflverse PHI
Douglas,Hugh,1971-08-23,2000,PHI,DE,,nflverse PHI
Douglas,Hugh,1971-08-23,2001,PHI,DE,,nflverse PHI
Douglas,Hugh,1971-08-23,2002,PHI,DE,,nflverse PHI
Douglas,Hugh,1971-08-23,2003,JAX,DE,,nflverse JAX
Downing,Eric,1978-09-16,2001,KC,DT,,nflverse KC
Downing,Eric,1978-09-16,2002,KC,DT,,nflverse KC
Downing,Eric,1978-09-16,2003,KC,DT,,nflverse KC
Draft,Chris,1976-02-26,1998,CHI,OLB,,nflverse CHI
Draft,Chris,1976-02-26,1999,SF,OLB,,nflverse SF
Draft,Chris,1976-02-26,2000,ATL,OLB,,nflverse ATL
Draft,Chris,1976-02-26,2001,ATL,OLB,,nflverse ATL
Draft,Chris,1976-02-26,2002,ATL,OLB,,nflverse ATL
Draft,Chris,1976-02-26,2003,ATL,OLB,,nflverse ATL
Driver,Donald,1975-02-02,1999,GB,WR,,nflverse GB
Driver,Donald,1975-02-02,2000,GB,WR,,nflverse GB
Driver,Donald,1975-02-02,2001,GB,WR,,nflverse GB
Driver,Donald,1975-02-02,2002,GB,WR,,nflverse GB
Driver,Donald,1975-02-02,2003,GB,WR,,nflverse GB
Duckett,T.J.,1981-02-17,2002,ATL,RB,,nflverse ATL
Duckett,T.J.,1981-02-17,2003,ATL,RB,,nflverse ATL
Dudley,Rickey,1972-07-15,1996,OAK,TE,,nflverse OAK
Dudley,Rickey,1972-07-15,1997,OAK,TE,,nflverse OAK
Dudley,Rickey,1972-07-15,1998,OAK,TE,,nflverse OAK
Dudley,Rickey,1972-07-15,1999,OAK,TE,,nflverse LV
Dudley,Rickey,1972-07-15,2000,OAK,TE,,nflverse LV
Dudley,Rickey,1972-07-15,2001,CLE,TE,,nflverse CLE
Dudley,Rickey,1972-07-15,2002,TB,TE,,nflverse TB
Dudley,Rickey,1972-07-15,2003,TB,TE,,nflverse TB
Dugans,Ron,1977-04-27,2001,CIN,WR,,nflverse CIN
Dugans,Ron,1977-04-27,2002,CIN,WR,,nflverse CIN
Duncan,Jamie,1975-07-20,1998,TB,ILB,,nflverse TB
Duncan,Jamie,1975-07-20,1999,TB,ILB,,nflverse TB
Duncan,Jamie,1975-07-20,2000,TB,ILB,,nflverse TB
Duncan,Jamie,1975-07-20,2001,TB,ILB,,nflverse TB
Duncan,Jamie,1975-07-20,2002,STL,ILB,,nflverse SL
Duncan,Jamie,1975-07-20,2003,STL,ILB,,nflverse SL
Duncan,Tim,1979-06-12,2003,ARZ,K,,nflverse ARZ
Dunn,Jason,1973-11-15,1996,PHI,TE,,nflverse PHI
Dunn,Jason,1973-11-15,1997,PHI,TE,,nflverse PHI
Dunn,Jason,1973-11-15,1998,PHI,TE,,nflverse PHI
Dunn,Jason,1973-11-15,2000,KC,TE,,nflverse KC
Dunn,Jason,1973-11-15,2001,KC,TE,,nflverse KC
Dunn,Jason,1973-11-15,2002,KC,TE,,nflverse KC
Dunn,Jason,1973-11-15,2003,KC,TE,,nflverse KC
Dunn,Warrick,1975-01-05,1997,TB,RB,,nflverse TB
Dunn,Warrick,1975-01-05,1998,TB,RB,,nflverse TB
Dunn,Warrick,1975-01-05,1999,TB,RB,,nflverse TB
Dunn,Warrick,1975-01-05,2000,TB,RB,,nflverse TB
Dunn,Warrick,1975-01-05,2001,TB,RB,,nflverse TB
Dunn,Warrick,1975-01-05,2002,ATL,RB,,nflverse ATL
Dunn,Warrick,1975-01-05,2003,ATL,RB,,nflverse ATL
Dwight,Tim,1975-07-13,1998,ATL,WR,,nflverse ATL
Dwight,Tim,1975-07-13,1999,ATL,WR,,nflverse ATL
Dwight,Tim,1975-07-13,2000,ATL,WR,,nflverse ATL
Dwight,Tim,1975-07-13,2001,SD,WR,,nflverse LAC
Dwight,Tim,1975-07-13,2002,SD,WR,,nflverse SD
Dwight,Tim,1975-07-13,2003,SD,WR,,nflverse SD
Dyer,Deon,1977-10-02,2001,MIA,FB,,nflverse MIA
Dyer,Deon,1977-10-02,2002,MIA,FB,,nflverse MIA
Dyson,Andre,1979-05-25,2001,TEN,CB,,nflverse TEN
Dyson,Andre,1979-05-25,2002,TEN,CB,,nflverse TEN
Dyson,Andre,1979-05-25,2003,TEN,CB,,nflverse TEN
Dyson,Kevin,1975-06-23,1998,TEN,WR,,nflverse TEN
Dyson,Kevin,1975-06-23,1999,TEN,WR,,nflverse TEN
Dyson,Kevin,1975-06-23,2000,TEN,WR,,nflverse TEN
Dyson,Kevin,1975-06-23,2001,TEN,WR,,nflverse TEN
Dyson,Kevin,1975-06-23,2002,TEN,WR,,nflverse TEN
Dyson,Kevin,1975-06-23,2003,CAR,WR,,nflverse CAR
Easy,Omar,1977-10-29,2002,KC,FB,,nflverse KC
Easy,Omar,1977-10-29,2003,KC,FB,,nflverse KC
Echols,Mike,1978-10-13,2002,TEN,CB,,nflverse TEN
Echols,Mike,1978-10-13,2003,TEN,CB,,nflverse TEN
Edinger,Paul,1978-01-17,2000,CHI,K,,nflverse CHI
Edinger,Paul,1978-01-17,2001,CHI,K,,nflverse CHI
Edinger,Paul,1978-01-17,2002,CHI,K,,nflverse CHI
Edinger,Paul,1978-01-17,2003,CHI,K,,nflverse CHI
Edwards,Antuan,1977-05-26,1999,GB,SS,,nflverse GB
Edwards,Antuan,1977-05-26,2000,GB,SS,,nflverse GB
Edwards,Antuan,1977-05-26,2001,GB,SS,,nflverse GB
Edwards,Antuan,1977-05-26,2002,GB,SS,,nflverse GB
Edwards,Antuan,1977-05-26,2003,GB,SS,,nflverse GB
Edwards,Donnie,1973-04-06,1996,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,1997,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,1998,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,1999,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,2000,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,2001,KC,ILB,,nflverse KC
Edwards,Donnie,1973-04-06,2002,SD,ILB,,nflverse SD
Edwards,Donnie,1973-04-06,2003,SD,ILB,,nflverse SD
Edwards,Kalimba,1979-12-26,2002,DET,DE,,nflverse DET
Edwards,Kalimba,1979-12-26,2003,DET,DE,,nflverse DET
Edwards,Marc,1974-11-17,1997,SF,FB,,nflverse SF
Edwards,Marc,1974-11-17,1998,SF,FB,,nflverse SF
Edwards,Marc,1974-11-17,1999,CLE,FB,,nflverse CLE
Edwards,Marc,1974-11-17,2000,CLE,FB,,nflverse CLE
Edwards,Marc,1974-11-17,2001,NE,FB,,nflverse NE
Edwards,Marc,1974-11-17,2002,NE,FB,,nflverse NE
Edwards,Marc,1974-11-17,2003,JAX,FB,,nflverse JAX
Edwards,Mario,1975-12-01,2000,DAL,CB,,nflverse DAL
Edwards,Mario,1975-12-01,2001,DAL,CB,,nflverse DAL
Edwards,Mario,1975-12-01,2002,DAL,CB,,nflverse DAL
Edwards,Mario,1975-12-01,2003,DAL,CB,,nflverse DAL
Edwards,Ron,1979-07-12,2001,BUF,DT,,nflverse BUF
Edwards,Ron,1979-07-12,2002,BUF,DT,,nflverse BUF
Edwards,Ron,1979-07-12,2003,BUF,DT,,nflverse BUF
Elling,Aaron,1978-05-31,2003,MIN,K,,nflverse MIN
Ellis,Greg,1975-08-14,1998,DAL,DE,,nflverse DAL
Ellis,Greg,1975-08-14,1999,DAL,DE,,nflverse DAL
Ellis,Greg,1975-08-14,2000,DAL,DE,,nflverse DAL
Ellis,Greg,1975-08-14,2001,DAL,DE,,nflverse DAL
Ellis,Greg,1975-08-14,2002,DAL,DE,,nflverse DAL
Ellis,Greg,1975-08-14,2003,DAL,DE,,nflverse DAL
Ellis,Shaun,1977-06-24,2000,NYJ,DE,,nflverse NYJ
Ellis,Shaun,1977-06-24,2001,NYJ,DE,,nflverse NYJ
Ellis,Shaun,1977-06-24,2002,NYJ,DE,,nflverse NYJ
Ellis,Shaun,1977-06-24,2003,NYJ,DE,,nflverse NYJ
Emmons,Carlos,1973-09-03,1996,PIT,OLB,,nflverse PIT
Emmons,Carlos,1973-09-03,1997,PIT,OLB,,nflverse PIT
Emmons,Carlos,1973-09-03,1998,PIT,OLB,,nflverse PIT
Emmons,Carlos,1973-09-03,1999,PIT,OLB,,nflverse PIT
Emmons,Carlos,1973-09-03,2000,PHI,OLB,,nflverse PHI
Emmons,Carlos,1973-09-03,2001,PHI,OLB,,nflverse PHI
Emmons,Carlos,1973-09-03,2002,PHI,OLB,,nflverse PHI
Emmons,Carlos,1973-09-03,2003,PHI,OLB,,nflverse PHI
Engelberger,John,1976-10-18,2000,SF,DE,,nflverse SF
Engelberger,John,1976-10-18,2001,SF,DE,,nflverse SF
Engelberger,John,1976-10-18,2002,SF,DE,,nflverse SF
Engelberger,John,1976-10-18,2003,SF,DE,,nflverse SF
Engram,Bobby,1973-01-07,1996,CHI,WR,,nflverse CHI
Engram,Bobby,1973-01-07,1997,CHI,WR,,nflverse CHI
Engram,Bobby,1973-01-07,1998,CHI,WR,,nflverse CHI
Engram,Bobby,1973-01-07,1999,CHI,WR,,nflverse CHI
Engram,Bobby,1973-01-07,2000,CHI,WR,,nflverse CHI
Engram,Bobby,1973-01-07,2001,SEA,WR,,nflverse SEA
Engram,Bobby,1973-01-07,2002,SEA,WR,,nflverse SEA
Engram,Bobby,1973-01-07,2003,SEA,WR,,nflverse SEA
Evans,Doug,1970-05-13,1993,GB,CB,,nflverse GB
Evans,Doug,1970-05-13,1994,GB,CB,,nflverse GB
Evans,Doug,1970-05-13,1995,GB,CB,,nflverse GB
Evans,Doug,1970-05-13,1996,GB,CB,,nflverse GB
Evans,Doug,1970-05-13,1997,GB,CB,,nflverse GB
Evans,Doug,1970-05-13,1998,CAR,CB,,nflverse CAR
Evans,Doug,1970-05-13,1999,CAR,CB,,nflverse CAR
Evans,Doug,1970-05-13,2000,CAR,CB,,nflverse CAR
Evans,Doug,1970-05-13,2001,CAR,CB,,nflverse CAR
Evans,Doug,1970-05-13,2002,SEA,CB,,nflverse SEA
Evans,Doug,1970-05-13,2003,DET,CB,,nflverse DET
Evans,Heath,1978-12-30,2001,SEA,FB,,nflverse SEA
Evans,Heath,1978-12-30,2002,SEA,FB,,nflverse SEA
Evans,Heath,1978-12-30,2003,SEA,FB,,nflverse SEA
Evans,Josh,1972-09-06,1995,TEN,DT,,nflverse HOU
Evans,Josh,1972-09-06,1996,TEN,DT,,nflverse HOU
Evans,Josh,1972-09-06,1997,TEN,DT,,nflverse TEN
Evans,Josh,1972-09-06,1998,TEN,DT,,nflverse TEN
Evans,Josh,1972-09-06,1999,TEN,DT,,nflverse TEN
Evans,Josh,1972-09-06,2001,TEN,DT,,nflverse TEN
Evans,Josh,1972-09-06,2002,NYJ,DT,,nflverse NYJ
Evans,Josh,1972-09-06,2003,NYJ,DT,,nflverse NYJ
Evans,Troy,1977-12-03,2002,HOU,ILB,,nflverse HST
Evans,Troy,1977-12-03,2003,HOU,ILB,,nflverse HST
Fair,Terry,1976-07-20,1999,DET,CB,,nflverse DET
Fair,Terry,1976-07-20,2000,DET,CB,,nflverse DET
Fair,Terry,1976-07-20,2001,DET,CB,,nflverse DET
Fair,Terry,1976-07-20,2002,CAR,CB,,nflverse CAR
Fargas,Justin,1980-01-25,2003,OAK,RB,,nflverse OAK
Farmer,Danny,1977-05-21,2001,CIN,WR,,nflverse CIN
Farmer,Danny,1977-05-21,2002,CIN,WR,,nflverse CIN
Farrior,James,1975-01-06,1997,NYJ,ILB,,nflverse NYJ
Farrior,James,1975-01-06,1998,NYJ,ILB,,nflverse NYJ
Farrior,James,1975-01-06,1999,NYJ,ILB,,nflverse NYJ
Farrior,James,1975-01-06,2000,NYJ,ILB,,nflverse NYJ
Farrior,James,1975-01-06,2001,NYJ,ILB,,nflverse NYJ
Farrior,James,1975-01-06,2002,PIT,ILB,,nflverse PIT
Farrior,James,1975-01-06,2003,PIT,ILB,,nflverse PIT
Faulk,Kevin,1976-06-05,1999,NE,RB,,nflverse NE
Faulk,Kevin,1976-06-05,2000,NE,RB,,nflverse NE
Faulk,Kevin,1976-06-05,2001,NE,RB,,nflverse NE
Faulk,Kevin,1976-06-05,2002,NE,RB,,nflverse NE
Faulk,Kevin,1976-06-05,2003,NE,RB,,nflverse NE
Faulk,Marshall,1973-02-26,1994,IND,RB,,nflverse IND
Faulk,Marshall,1973-02-26,1995,IND,RB,,nflverse IND
Faulk,Marshall,1973-02-26,1996,IND,RB,,nflverse IND
Faulk,Marshall,1973-02-26,1997,IND,RB,,nflverse IND
Faulk,Marshall,1973-02-26,1998,IND,RB,,nflverse IND
Faulk,Marshall,1973-02-26,2002,STL,RB,,nflverse SL
Faulk,Marshall,1973-02-26,2003,STL,RB,,nflverse SL
Fauria,Christian,1971-09-22,1995,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,1996,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,1997,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,1998,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,1999,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,2000,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,2001,SEA,TE,,nflverse SEA
Fauria,Christian,1971-09-22,2002,NE,TE,,nflverse NE
Fauria,Christian,1971-09-22,2003,NE,TE,,nflverse NE
Favors,Greg,1974-09-30,1998,KC,OLB,,nflverse KC
Favors,Greg,1974-09-30,1999,TEN,OLB,,nflverse TEN
Favors,Greg,1974-09-30,2000,TEN,OLB,,nflverse TEN
Favors,Greg,1974-09-30,2001,TEN,OLB,,nflverse TEN
Favors,Greg,1974-09-30,2002,BUF,OLB,,nflverse BUF
Favors,Greg,1974-09-30,2003,CAR,OLB,,nflverse CAR
Favre,Brett,1969-10-10,1991,ATL,QB,,nflverse ATL
Favre,Brett,1969-10-10,1992,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1993,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1994,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1995,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1996,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1997,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1998,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,1999,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,2000,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,2001,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,2002,GB,QB,,nflverse GB
Favre,Brett,1969-10-10,2003,GB,QB,,nflverse GB
Feeley,A.J.,1977-05-16,2002,PHI,QB,,nflverse PHI
Feeley,A.J.,1977-05-16,2003,PHI,QB,,nflverse PHI
Feely,Jay,1976-05-23,2001,ATL,K,,nflverse ATL
Feely,Jay,1976-05-23,2002,ATL,K,,nflverse ATL
Feely,Jay,1976-05-23,2003,ATL,K,,nflverse ATL
Fenderson,James,1976-10-24,2001,NO,RB,,nflverse NO
Fenderson,James,1976-10-24,2002,NO,RB,,nflverse NO
Fenderson,James,1976-10-24,2003,NO,RB,,nflverse NO
Ferguson,Jason,1974-11-28,1997,NYJ,DT,,nflverse NYJ
Ferguson,Jason,1974-11-28,1998,NYJ,DT,,nflverse NYJ
Ferguson,Jason,1974-11-28,1999,NYJ,DT,,nflverse NYJ
Ferguson,Jason,1974-11-28,2000,NYJ,DT,,nflverse NYJ
Ferguson,Jason,1974-11-28,2002,NYJ,DT,,nflverse NYJ
Ferguson,Jason,1974-11-28,2003,NYJ,DT,,nflverse NYJ
Ferguson,Robert,1979-12-17,2001,GB,WR,,nflverse GB
Ferguson,Robert,1979-12-17,2002,GB,WR,,nflverse GB
Ferguson,Robert,1979-12-17,2003,GB,WR,,nflverse GB
Ferrara,Frank,1975-12-07,2002,NYG,DE,,nflverse NYG
Ferrara,Frank,1975-12-07,2003,NYG,DE,,nflverse NYG
Fiedler,Jay,1971-12-29,1998,MIN,QB,,nflverse MIN
Fiedler,Jay,1971-12-29,1999,JAX,QB,,nflverse JAX
Fiedler,Jay,1971-12-29,2000,MIA,QB,,nflverse MIA
Fiedler,Jay,1971-12-29,2001,MIA,QB,,nflverse MIA
Fiedler,Jay,1971-12-29,2002,MIA,QB,,nflverse MIA
Fiedler,Jay,1971-12-29,2003,MIA,QB,,nflverse MIA
Fields,Mark,1972-11-09,1995,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,1996,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,1997,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,1998,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,1999,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,2000,NO,OLB,,nflverse NO
Fields,Mark,1972-11-09,2001,STL,OLB,,nflverse STL
Fields,Mark,1972-11-09,2002,CAR,OLB,,nflverse CAR
Finley,Clint,1977-03-27,2002,KC,SS,,nflverse KC
Finn,Jim,1976-12-09,2000,IND,FB,,nflverse IND
Finn,Jim,1976-12-09,2001,IND,FB,,nflverse IND
Finn,Jim,1976-12-09,2002,IND,FB,,nflverse IND
Finn,Jim,1976-12-09,2003,NYG,FB,,nflverse NYG
Finneran,Brian,1976-01-31,1999,PHI,WR,,nflverse PHI
Finneran,Brian,1976-01-31,2000,ATL,WR,,nflverse ATL
Finneran,Brian,1976-01-31,2001,ATL,WR,,nflverse ATL
Finneran,Brian,1976-01-31,2002,ATL,WR,,nflverse ATL
Finneran,Brian,1976-01-31,2003,ATL,WR,,nflverse ATL
Fisher,Bryce,1977-05-12,2001,BUF,DE,,nflverse BUF
Fisher,Bryce,1977-05-12,2002,STL,DE,,nflverse SL
Fisher,Bryce,1977-05-12,2003,STL,DE,,nflverse SL
Fisher,Levar,1979-07-02,2002,ARZ,OLB,,nflverse ARZ
Fisher,Levar,1979-07-02,2003,ARZ,OLB,,nflverse ARZ
Fisher,Tony,1979-10-12,2002,GB,RB,,nflverse GB
Fisher,Tony,1979-10-12,2003,GB,RB,,nflverse GB
Fisher,Travis,1979-09-12,2002,STL,CB,,nflverse SL
Fisher,Travis,1979-09-12,2003,STL,CB,,nflverse SL
Fisk,Jason,1972-09-04,1995,MIN,DT,,nflverse MIN
Fisk,Jason,1972-09-04,1996,MIN,DT,,nflverse MIN
Fisk,Jason,1972-09-04,1997,MIN,DT,,nflverse MIN
Fisk,Jason,1972-09-04,1998,MIN,DT,,nflverse MIN
Fisk,Jason,1972-09-04,1999,TEN,DT,,nflverse TEN
Fisk,Jason,1972-09-04,2000,TEN,DT,,nflverse TEN
Fisk,Jason,1972-09-04,2001,TEN,DT,,nflverse TEN
Fisk,Jason,1972-09-04,2002,SD,DT,,nflverse SD
Fisk,Jason,1972-09-04,2003,SD,DT,,nflverse SD
Fitzsimmons,Casey,1980-10-10,2003,DET,TE,,nflverse DET
Fletcher,Jamar,1979-08-28,2001,MIA,CB,,nflverse MIA
Fletcher,Jamar,1979-08-28,2002,MIA,CB,,nflverse MIA
Fletcher,Jamar,1979-08-28,2003,MIA,CB,,nflverse MIA
Fletcher,London,1975-05-19,1998,STL,ILB,,nflverse STL
Fletcher,London,1975-05-19,1999,STL,ILB,,nflverse STL
Fletcher,London,1975-05-19,2001,STL,ILB,,nflverse STL
Fletcher,London,1975-05-19,2002,BUF,ILB,,nflverse BUF
Fletcher,London,1975-05-19,2003,BUF,ILB,,nflverse BUF
Florence,Drayton,1980-12-19,2003,SD,CB,,nflverse SD
Flowers,Erik,1978-03-01,2000,BUF,DE,,nflverse BUF
Flowers,Erik,1978-03-01,2001,BUF,DE,,nflverse BUF
Flowers,Erik,1978-03-01,2002,HOU,DE,,nflverse HST
Flowers,Erik,1978-03-01,2003,STL,DE,,nflverse SL
Flutie,Doug,1962-10-23,1986,CHI,QB,,nflverse CHI
Flutie,Doug,1962-10-23,1987,NE,QB,,nflverse NE
Flutie,Doug,1962-10-23,1988,NE,QB,,nflverse NE
Flutie,Doug,1962-10-23,1989,NE,QB,,nflverse NE
Flutie,Doug,1962-10-23,1998,BUF,QB,,nflverse BUF
Flutie,Doug,1962-10-23,1999,BUF,QB,,nflverse BUF
Flutie,Doug,1962-10-23,2000,BUF,QB,,nflverse BUF
Flutie,Doug,1962-10-23,2001,SD,QB,,nflverse LAC
Flutie,Doug,1962-10-23,2002,SD,QB,,nflverse SD
Flutie,Doug,1962-10-23,2003,SD,QB,,nflverse SD
Foley,Steve,1975-09-11,1998,CIN,OLB,,nflverse CIN
Foley,Steve,1975-09-11,1999,CIN,OLB,,nflverse CIN
Foley,Steve,1975-09-11,2000,CIN,OLB,,nflverse CIN
Foley,Steve,1975-09-11,2001,CIN,OLB,,nflverse CIN
Foley,Steve,1975-09-11,2003,HOU,OLB,,nflverse HST
Foote,Larry,1980-06-12,2002,PIT,ILB,,nflverse PIT
Foote,Larry,1980-06-12,2003,PIT,ILB,,nflverse PIT
Foster,DeShaun,1980-01-10,2002,CAR,RB,,nflverse CAR
Fox,Vernon,1979-10-09,2002,SD,SS,,nflverse SD
Fox,Vernon,1979-10-09,2003,SD,SS,,nflverse SD
Franklin,Aubrayo,1980-08-27,2003,BAL,DT,,nflverse BLT
Franks,Bubba,1978-01-06,2000,GB,TE,,nflverse GB
Franks,Bubba,1978-01-06,2001,GB,TE,,nflverse GB
Franks,Bubba,1978-01-06,2002,GB,TE,,nflverse GB
Franks,Bubba,1978-01-06,2003,GB,TE,,nflverse GB
Franz,Todd,1976-04-12,2000,CLE,FS,,nflverse CLE
Franz,Todd,1976-04-12,2002,WAS,FS,,nflverse WAS
Franz,Todd,1976-04-12,2003,WAS,FS,,nflverse WAS
Freeman,Antonio,1972-05-27,1995,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,1996,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,1997,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,1998,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,1999,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,2000,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,2001,GB,WR,,nflverse GB
Freeman,Antonio,1972-05-27,2002,PHI,WR,,nflverse PHI
Freeman,Antonio,1972-05-27,2003,GB,WR,,nflverse GB
Freeman,Arturo,1976-10-27,2000,MIA,FS,,nflverse MIA
Freeman,Arturo,1976-10-27,2001,MIA,FS,,nflverse MIA
Freeman,Arturo,1976-10-27,2002,MIA,FS,,nflverse MIA
Freeman,Arturo,1976-10-27,2003,MIA,FS,,nflverse MIA
Freeman,Eddie,1978-01-04,2002,KC,DE,,nflverse KC
Freeman,Eddie,1978-01-04,2003,KC,DE,,nflverse KC
Freeney,Dwight,1980-02-19,2002,IND,DE,,nflverse IND
Freeney,Dwight,1980-02-19,2003,IND,DE,,nflverse IND
Fuamatu-Ma'afala,Chris,1977-03-04,1998,PIT,FB,,nflverse PIT
Fuamatu-Ma'afala,Chris,1977-03-04,1999,PIT,FB,,nflverse PIT
Fuamatu-Ma'afala,Chris,1977-03-04,2000,PIT,FB,,nflverse PIT
Fuamatu-Ma'afala,Chris,1977-03-04,2001,PIT,FB,,nflverse PIT
Fuamatu-Ma'afala,Chris,1977-03-04,2002,PIT,FB,,nflverse PIT
Fuamatu-Ma'afala,Chris,1977-03-04,2003,JAX,FB,,nflverse JAX
Fujita,Scott,1979-04-28,2002,KC,OLB,,nflverse KC
Fujita,Scott,1979-04-28,2003,KC,OLB,,nflverse KC
Fuller,Corey,1971-05-01,1995,MIN,CB,,nflverse MIN
Fuller,Corey,1971-05-01,1996,MIN,CB,,nflverse MIN
Fuller,Corey,1971-05-01,1997,MIN,CB,,nflverse MIN
Fuller,Corey,1971-05-01,1998,MIN,CB,,nflverse MIN
Fuller,Corey,1971-05-01,1999,CLE,CB,,nflverse CLE
Fuller,Corey,1971-05-01,2000,CLE,CB,,nflverse CLE
Fuller,Corey,1971-05-01,2001,CLE,CB,,nflverse CLE
Fuller,Corey,1971-05-01,2002,CLE,CB,,nflverse CLV
Fuller,Corey,1971-05-01,2003,BAL,CB,,nflverse BLT
Gabriel,Doug,1980-08-27,2003,OAK,WR,,nflverse OAK
